leaid,year,lea_name,fips,grade_edfacts,read_test_num_valid,read_test_pct_prof_low,read_test_pct_prof_high,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_low,math_test_pct_prof_high,math_test_pct_prof_midpt
1303930,2016,Newton County,13,9,1393,42,42,42,2793,24,24,24
1303960,2016,Oconee County,13,9,562,74,74,74,1188,67,67,67
1303990,2016,Oglethorpe County,13,9,163,50,54,52,326,43,43,43
1304020,2016,Paulding County,13,9,2707,54,54,54,4105,33,33,33
1304050,2016,Peach County,13,9,226,35,39,37,384,40,40,40
1304080,2016,Pelham City,13,9,121,40,44,42,79,45,49,47
1304110,2016,Pickens County,13,9,309,45,45,45,748,35,35,35
1304140,2016,Pierce County,13,9,258,50,54,52,474,59,59,59
1304170,2016,Pike County,13,9,286,40,44,42,501,26,26,26
1304200,2016,Polk County,13,9,536,44,44,44,1052,26,26,26
1304220,2016,Pulaski County,13,9,80,35,39,37,196,20,24,22
1304260,2016,Putnam County,13,9,141,25,29,27,412,26,26,26
1304290,2016,Quitman County,13,9,24,40,59,49.5,29,0,20,10
1304320,2016,Rabun County,13,9,143,45,49,47,266,45,49,47
1304350,2016,Randolph County,13,9,74,6,9,7.5,115,6,9,7.5
1304380,2016,Richmond County,13,9,2060,32,32,32,4137,13,13,13
1304410,2016,Rockdale County,13,9,1235,38,38,38,1417,25,25,25
1304440,2016,Rome City,13,9,404,45,45,45,943,42,42,42
1304470,2016,Schley County,13,9,110,40,44,42,199,35,39,37
1304500,2016,Screven County,13,9,165,50,54,52,160,35,39,37
1304530,2016,Seminole County,13,9,95,40,44,42,217,35,39,37
1304540,2016,Social Circle City,13,9,133,50,54,52,131,35,39,37
1304560,2016,Stephens County,13,9,336,52,52,52,572,43,43,43
1304590,2016,Stewart County,13,9,25,0,20,10,30,40,59,49.5
1304620,2016,Sumter County,13,9,300,20,24,22,263,20,24,22
1304650,2016,Talbot County,13,9,33,20,29,24.5,65,6,9,7.5
1304680,2016,Taliaferro County,13,9,9,0,49,24.5,22,0,20,10
1304770,2016,Tattnall County,13,9,195,20,24,22,271,20,24,22
1304800,2016,Taylor County,13,9,103,30,34,32,222,15,19,17
1304830,2016,Telfair County,13,9,130,30,34,32,96,25,29,27
1304860,2016,Terrell County,13,9,97,20,24,22,182,20,24,22
1304890,2016,Thomas County,13,9,373,33,33,33,732,23,23,23
1304950,2016,Thomasville City,13,9,153,45,49,47,354,19,19,19
1304980,2016,Tift County,13,9,488,43,43,43,1032,34,34,34
1305040,2016,Toombs County,13,9,189,15,19,17,424,12,12,12
1305070,2016,Towns County,13,9,93,60,64,62,92,60,64,62
1305100,2016,Treutlen County,13,9,78,50,54,52,136,10,14,12
1305130,2016,Trion City,13,9,91,55,59,57,226,50,54,52
1305190,2016,Turner County,13,9,97,10,14,12,158,10,14,12
1305220,2016,Twiggs County,13,9,50,0,10,5,116,10,14,12
1305250,2016,Union County,13,9,140,80,84,82,330,58,58,58
1305280,2016,Thomaston-Upson County,13,9,321,38,38,38,692,28,28,28
1305310,2016,Valdosta City,13,9,899,30,30,30,1038,21,21,21
1305340,2016,Vidalia City,13,9,196,45,49,47,383,39,39,39
1305370,2016,Walker County,13,9,577,36,36,36,1171,33,33,33
1305390,2016,Walton County,13,9,987,52,52,52,2086,38,38,38
1305430,2016,Ware County,13,9,382,43,43,43,658,53,53,53
1305460,2016,Warren County,13,9,31,0,10,5,71,20,24,22
1305490,2016,Washington County,13,9,175,25,29,27,403,17,17,17
1305550,2016,Wayne County,13,9,352,38,38,38,720,29,29,29
1305580,2016,Webster County,13,9,19,40,59,49.5,28,21,39,30
1305640,2016,Wheeler County,13,9,47,11,19,15,163,20,24,22
1305670,2016,White County,13,9,239,45,49,47,530,50,50,50
1305700,2016,Whitfield County,13,9,901,41,41,41,1916,32,32,32
1305730,2016,Wilcox County,13,9,72,35,39,37,154,25,29,27
1305760,2016,Wilkes County,13,9,108,30,34,32,215,25,29,27
1305790,2016,Wilkinson County,13,9,103,30,34,32,98,20,24,22
1305850,2016,Worth County,13,9,192,35,39,37,404,23,23,23
1500030,2016,Hawaii Department of Education,15,9,10806,57,57,57,10834,31,31,31
1600001,2016,WEST BONNER COUNTY DISTRICT,16,9,95,55,59,57,95,25,29,27
1600002,2016,LAKE PEND OREILLE SCHOOL DISTRICT,16,9,292,60,64,62,291,30,34,32
1600003,2016,"VICTORY CHARTER SCHOOL, INC.",16,9,32,80,89,84.5,32,50,59,54.5
1600004,2016,"IDAHO VIRTUAL ACADEMY, INC.",16,9,226,55,59,57,224,20,24,22
1600005,2016,"IDAHO VIRTUAL HIGH SCHOOL, INC.",16,9,94,45,49,47,92,6,9,7.5
1600007,2016,"COMPASS PUBLIC CHARTER SCHOOL, INC.",16,9,51,80,89,84.5,51,70,79,74.5
1600009,2016,TROY SCHOOL DISTRICT,16,9,17,80,100,90,17,80,100,90
1600010,2016,WHITEPINE JOINT SCHOOL DISTRICT,16,9,15,50,100,75,15,50,100,75
1600011,2016,"INSPIRE ACADEMICS, INC.",16,9,111,60,64,62,112,15,19,17
1600012,2016,"LIBERTY CHARTER SCHOOL, INC.",16,9,35,80,89,84.5,35,60,69,64.5
1600015,2016,"TAYLOR'S CROSSING PUBLIC CHARTER SCHOOL, INC.",16,9,25,60,79,69.5,25,40,59,49.5
1600030,2016,ABERDEEN DISTRICT,16,9,48,50,59,54.5,49,30,39,34.5
1600060,2016,AMERICAN FALLS JOINT DISTRICT,16,9,106,45,49,47,106,15,19,17
1600138,2016,SALMON RIVER JOINT SCHOOL DIST,16,9,12,50,100,75,12,0,49,24.5
1600139,2016,MOUNTAIN VIEW SCHOOL DISTRICT,16,9,105,55,59,57,105,10,14,12
1600140,2016,"XAVIER CHARTER SCHOOL, INC.",16,9,35,80,89,84.5,35,40,49,44.5
1600141,2016,"VISION CHARTER SCHOOL, INC.",16,9,42,80,89,84.5,42,50,59,54.5
1600143,2016,"NORTH VALLEY ACADEMY, INC.",16,9,9,0,49,24.5,9,0,49,24.5
1600144,2016,"ISUCCEED VIRTUAL HIGH SCHOOL, INC.",16,9,84,45,49,47,88,6,9,7.5
1600148,2016,"IDAHO VIRTUAL EDUCATION PARTNERS, INC.",16,9,43,40,49,44.5,44,0,10,5
1600149,2016,"THE KOOTENAI BRIDGE ACADEMY, INC.",16,9,32,50,59,54.5,31,0,10,5
1600152,2016,CANYON-OWYHEE SCHOOL SERVICE AGENCY (COSSA),16,9,27,0,20,10,26,0,20,10
1600155,2016,"ANOTHER CHOICE VIRTUAL CHARTER SCHOOL, INC.",16,9,55,20,29,24.5,55,0,10,5
1600156,2016,"THE SAGE INTERNATIONAL SCHOOL OF BOISE, A PUBLIC CHARTER SCH",16,9,58,70,79,74.5,59,50,59,54.5
1600160,2016,"NORTH IDAHO STEM CHARTER ACADEMY, INC.",16,9,13,50,100,75,13,50,100,75
1600162,2016,"AMERICAN HERITAGE CHARTER SCHOOL, INC.",16,9,8,50,100,75,8,0,49,24.5
1600165,2016,"SANDPOINT CHARTER SCHOOL, INC.",16,9,47,60,69,64.5,48,11,19,15
1600169,2016,"IDAHO STEM ACADEMY, INC.",16,9,27,40,59,49.5,26,0,20,10
1600170,2016,"UPPER CARMEN PUBLIC CHARTER SCHOOL, INC.",16,9,3,-3,-3,-3,8,50,100,75
1600171,2016,"IDAHO COLLEGE AND CAREER READINESS ACADEMY, INC.",16,9,30,40,59,49.5,30,0,20,10
1600172,2016,"GEM INNOVATION SCHOOLS, INC.",16,9,29,60,79,69.5,29,40,59,49.5
1600173,2016,"COEUR D'ALENE CHARTER ACADEMY, INC.",16,9,74,95,100,97.5,75,70,74,72
1600174,2016,"NORTH STAR CHARTER SCHOOL, INC.",16,9,33,90,100,95,33,60,69,64.5
1600180,2016,BASIN SCHOOL DISTRICT,16,9,29,40,59,49.5,29,21,39,30
1600240,2016,BEAR LAKE COUNTY DISTRICT,16,9,74,60,64,62,75,30,34,32
1600270,2016,BLACKFOOT DISTRICT,16,9,312,40,40,40,310,21,21,21
1600300,2016,BLAINE COUNTY DISTRICT,16,9,253,60,64,62,254,25,29,27
1600330,2016,BLISS JOINT DISTRICT,16,9,9,0,49,24.5,9,0,49,24.5
1600360,2016,BOISE INDEPENDENT DISTRICT,16,9,1964,60,60,60,1976,44,44,44
1600420,2016,BOUNDARY COUNTY DISTRICT,16,9,104,35,39,37,105,6,9,7.5
1600450,2016,BRUNEAU-GRAND VIEW JOINT SCHOOL DISTRICT,16,9,15,0,49,24.5,15,0,49,24.5
1600480,2016,BUHL JOINT DISTRICT,16,9,95,50,54,52,95,25,29,27
1600490,2016,BUTTE COUNTY JOINT DISTRICT,16,9,21,40,59,49.5,21,21,39,30
1600510,2016,CALDWELL DISTRICT,16,9,409,42,42,42,412,22,22,22
1600540,2016,CAMAS COUNTY DISTRICT,16,9,10,0,49,24.5,10,0,49,24.5
1600570,2016,CAMBRIDGE JOINT DISTRICT,16,9,10,50,100,75,10,0,49,24.5
1600600,2016,VALLIVUE SCHOOL DISTRICT,16,9,591,62,62,62,590,19,19,19
1600630,2016,CASCADE DISTRICT,16,9,16,0,20,10,16,0,20,10
1600660,2016,CASSIA COUNTY JOINT DISTRICT,16,9,387,46,46,46,388,21,21,21
1600690,2016,CASTLEFORD DISTRICT,16,9,24,60,79,69.5,25,21,39,30
1600720,2016,CHALLIS JOINT DISTRICT,16,9,38,20,29,24.5,38,0,10,5
1600750,2016,CLARK COUNTY DISTRICT,16,9,9,50,100,75,9,0,49,24.5
1600780,2016,COEUR D'ALENE DISTRICT,16,9,790,66,66,66,788,29,29,29
1600810,2016,COTTONWOOD JOINT DISTRICT,16,9,36,60,69,64.5,36,60,69,64.5
1600815,2016,PLUMMER-WORLEY JOINT DISTRICT,16,9,22,21,39,30,22,0,20,10
1600840,2016,COUNCIL DISTRICT,16,9,16,60,79,69.5,16,21,39,30
1600870,2016,CULDESAC JOINT DISTRICT,16,9,6,50,100,75,6,0,49,24.5
1600900,2016,DIETRICH DISTRICT,16,9,16,60,79,69.5,16,40,59,49.5
1600930,2016,BONNEVILLE JOINT DISTRICT,16,9,885,59,59,59,880,28,28,28
1600960,2016,PRESTON JOINT DISTRICT,16,9,190,60,64,62,193,30,34,32
1601020,2016,EMMETT INDEPENDENT DIST,16,9,188,60,64,62,187,35,39,37
1601050,2016,FILER DISTRICT,16,9,129,65,69,67,128,25,29,27
1601080,2016,FIRTH DISTRICT,16,9,56,30,39,34.5,56,20,29,24.5
1601110,2016,FREMONT COUNTY JOINT DISTRICT,16,9,183,50,54,52,182,30,34,32
1601140,2016,FRUITLAND DISTRICT,16,9,147,65,69,67,147,30,34,32
1601170,2016,GARDEN VALLEY DISTRICT,16,9,9,50,100,75,9,0,49,24.5
1601200,2016,GENESEE JOINT DISTRICT,16,9,22,40,59,49.5,22,21,39,30
1601230,2016,GLENNS FERRY JOINT DISTRICT,16,9,28,40,59,49.5,28,21,39,30
1601260,2016,GOODING JOINT DISTRICT,16,9,90,40,44,42,88,15,19,17
1601290,2016,GRACE JOINT DISTRICT,16,9,27,80,100,90,27,60,79,69.5
1601380,2016,HAGERMAN JOINT DISTRICT,16,9,24,40,59,49.5,24,0,20,10
1601410,2016,HANSEN DISTRICT,16,9,25,40,59,49.5,25,60,79,69.5
1601440,2016,HIGHLAND JOINT DISTRICT,16,9,10,50,100,75,10,0,49,24.5
1601470,2016,HOMEDALE JOINT DISTRICT,16,9,92,45,49,47,91,10,14,12
1601500,2016,HORSESHOE BEND SCHOOL DISTRICT,16,9,20,60,79,69.5,20,0,20,10
1601530,2016,IDAHO FALLS DISTRICT,16,9,750,63,63,63,747,34,34,34
1601570,2016,JEFFERSON COUNTY JOINT DISTRICT,16,9,361,53,53,53,362,30,30,30
1601590,2016,JEROME JOINT DISTRICT,16,9,233,45,49,47,229,10,14,12
1601620,2016,KAMIAH JOINT DISTRICT,16,9,31,70,79,74.5,31,30,39,34.5
1601650,2016,KELLOGG JOINT DISTRICT,16,9,69,55,59,57,69,20,24,22
1601680,2016,KENDRICK JOINT DISTRICT,16,9,9,50,100,75,9,0,49,24.5
1601710,2016,KIMBERLY DISTRICT,16,9,131,80,84,82,132,55,59,57
1601740,2016,KOOTENAI DISTRICT,16,9,9,50,100,75,9,0,49,24.5
1601770,2016,KUNA JOINT DISTRICT,16,9,379,57,57,57,381,29,29,29
1601800,2016,LAKELAND DISTRICT,16,9,361,71,71,71,361,44,44,44
1601830,2016,LAPWAI DISTRICT,16,9,32,40,49,44.5,32,20,29,24.5
1601860,2016,LEWISTON INDEPENDENT DISTRICT,16,9,361,57,57,57,360,29,29,29
1601900,2016,MACKAY JOINT DISTRICT,16,9,14,50,100,75,14,0,49,24.5
1601920,2016,MADISON DISTRICT,16,9,145,45,49,47,141,35,39,37
1601950,2016,MARSH VALLEY JOINT DISTRICT,16,9,98,70,74,72,99,20,24,22
1601980,2016,MARSING JOINT DISTRICT,16,9,60,90,100,95,61,70,74,72
1602030,2016,MCCALL-DONNELLY JOINT SCHOOL DISTRICT,16,9,74,80,84,82,74,55,59,57
1602060,2016,MEADOWS VALLEY DISTRICT,16,9,12,50,100,75,12,0,49,24.5
1602070,2016,MELBA JOINT DISTRICT,16,9,82,60,64,62,82,20,24,22
1602100,2016,JOINT SCHOOL DISTRICT NO. 2,16,9,2841,69,69,69,2848,49,49,49
1602130,2016,MIDDLETON DISTRICT,16,9,331,51,51,51,331,24,24,24
1602160,2016,MIDVALE DISTRICT,16,9,11,0,49,24.5,11,0,49,24.5
1602190,2016,MINIDOKA COUNTY JOINT DISTRICT,16,9,313,41,41,41,317,14,14,14
1602220,2016,MOSCOW DISTRICT,16,9,210,70,74,72,210,45,49,47
1602250,2016,MOUNTAIN HOME DISTRICT,16,9,248,40,44,42,249,15,19,17
1602280,2016,MULLAN DISTRICT,16,9,5,-3,-3,-3,5,-3,-3,-3
1602310,2016,MURTAUGH JOINT DISTRICT,16,9,22,40,59,49.5,22,21,39,30
1602340,2016,"NAMPA SCHOOL DISTRICT",16,9,1122,47,47,47,1124,17,17,17
1602370,2016,NEW PLYMOUTH DISTRICT,16,9,79,55,59,57,79,30,34,32
1602400,2016,NEZPERCE JOINT DISTRICT,16,9,9,50,100,75,9,50,100,75
1602430,2016,NORTH GEM DISTRICT,16,9,13,0,49,24.5,13,0,49,24.5
1602460,2016,NOTUS DISTRICT,16,9,35,50,59,54.5,35,11,19,15
1602490,2016,ONEIDA COUNTY DISTRICT,16,9,75,50,54,52,75,30,34,32
1602520,2016,OROFINO JOINT DISTRICT,16,9,85,45,49,47,85,25,29,27
1602550,2016,PARMA DISTRICT,16,9,77,65,69,67,77,20,24,22
1602580,2016,PAYETTE JOINT DISTRICT,16,9,97,50,54,52,97,10,14,12
1602640,2016,POCATELLO DISTRICT,16,9,999,67,67,67,997,41,41,41
1602670,2016,POST FALLS DISTRICT,16,9,382,64,64,64,380,31,31,31
1602700,2016,POTLATCH DISTRICT,16,9,28,40,59,49.5,28,21,39,30
1602760,2016,RICHFIELD DISTRICT,16,9,16,21,39,30,16,0,20,10
1602790,2016,RIRIE JOINT DISTRICT,16,9,66,70,74,72,67,25,29,27
1602820,2016,ROCKLAND DISTRICT,16,9,14,50,100,75,14,0,49,24.5
1602850,2016,SALMON DISTRICT,16,9,73,60,64,62,68,30,34,32
1602910,2016,SHELLEY JOINT DISTRICT,16,9,162,40,44,42,161,20,24,22
1602940,2016,SHOSHONE JOINT DISTRICT,16,9,42,50,59,54.5,43,0,10,5
1602970,2016,SNAKE RIVER DISTRICT,16,9,136,40,44,42,138,20,24,22
1603000,2016,SODA SPRINGS JOINT DISTRICT,16,9,58,70,79,74.5,58,50,59,54.5
1603030,2016,SOUTH LEMHI DISTRICT,16,9,4,-3,-3,-3,4,-3,-3,-3
1603060,2016,ST MARIES JOINT DISTRICT,16,9,87,55,59,57,87,20,24,22
1603090,2016,SUGAR-SALEM JOINT DISTRICT,16,9,119,75,79,77,119,40,44,42
1603180,2016,TETON COUNTY DISTRICT,16,9,105,45,49,47,105,6,9,7.5
1603240,2016,TWIN FALLS DISTRICT,16,9,631,56,56,56,630,29,29,29
1603270,2016,VALLEY DISTRICT,16,9,51,40,49,44.5,52,30,39,34.5
1603300,2016,WALLACE DISTRICT,16,9,43,40,49,44.5,42,0,10,5
1603330,2016,WEISER DISTRICT,16,9,108,55,59,57,107,25,29,27
1603360,2016,WENDELL DISTRICT,16,9,76,30,34,32,81,0,5,2.5
1603400,2016,WEST JEFFERSON DISTRICT,16,9,56,40,49,44.5,56,20,29,24.5
1603420,2016,WEST SIDE JOINT DISTRICT,16,9,45,60,69,64.5,45,40,49,44.5
1603480,2016,WILDER DISTRICT,16,9,26,21,39,30,27,0,20,10
1700001,2016,River Ridge CUSD 210,17,9,36,30,39,34.5,36,50,59,54.5
1700002,2016,Casey-Westfield CUSD 4C,17,9,61,35,39,37,61,35,39,37
1700003,2016,Blue Ridge CUSD 18,17,9,54,30,39,34.5,54,30,39,34.5
1700004,2016,Norris City-Omaha-Enfield CUSD 3,17,9,49,30,39,34.5,49,20,29,24.5
1700005,2016,Prairie Central CUSD 8,17,9,134,45,49,47,137,35,39,37
1700007,2016,Eastland CUSD 308,17,9,49,40,49,44.5,49,30,39,34.5
1700014,2016,Goreville CUD 1,17,9,53,20,29,24.5,54,20,29,24.5
1700015,2016,Joppa-Maple Grove UD 38,17,9,12,0,49,24.5,13,0,49,24.5
1700041,2016,Gibson City-Melvin-Sibley CUSD 5,17,9,67,45,49,47,67,40,44,42
1700044,2016,Farmington Central CUSD 265,17,9,95,20,24,22,100,25,29,27
1700045,2016,Gallatin CUSD 7,17,9,40,20,29,24.5,40,11,19,15
1700092,2016,Georgetown-Ridge Farm CUD 4,17,9,64,20,24,22,64,15,19,17
1700098,2016,Dept of Human Services,17,9,25,0,20,10,30,0,20,10
1700101,2016,Il Mathematics & Science Academy,17,9,1,-3,-3,-3,1,-3,-3,-3
1700102,2016,Brussels CUSD 42,17,9,15,0,49,24.5,15,0,49,24.5
1700105,2016,A-C Central CUSD 262,17,9,36,11,19,15,36,11,19,15
1700106,2016,Heritage CUSD 8,17,9,30,40,59,49.5,30,0,20,10
1700109,2016,Ridgeview CUSD 19,17,9,36,30,39,34.5,36,30,39,34.5
1700110,2016,North Chicago SD 187,17,9,151,10,14,12,153,0,5,2.5
1700113,2016,Illini Central CUSD 189,17,9,56,30,39,34.5,56,0,10,5
1700114,2016,South Central CUD 401,17,9,45,20,29,24.5,47,20,29,24.5
1700115,2016,Henry-Senachwine CUSD 5,17,9,49,20,29,24.5,49,20,29,24.5
1700122,2016,Shiloh CUSD 1,17,9,32,11,19,15,32,11,19,15
1700123,2016,Meridian CUSD 15,17,9,70,35,39,37,70,30,34,32
1700125,2016,Bureau Valley CUSD 340,17,9,83,30,34,32,84,30,34,32
1700126,2016,Midland CUSD 7,17,9,61,35,39,37,61,25,29,27
1700153,2016,Lewistown CUSD 97,17,9,50,11,19,15,50,0,10,5
1700162,2016,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,17,9,24,0,20,10,24,0,20,10
1700165,2016,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,17,9,25,0,20,10,25,0,20,10
1700168,2016,Bureau/Henry/Stark ROE,17,9,2,-3,-3,-3,2,-3,-3,-3
1700171,2016,Champaign/Ford ROE,17,9,12,0,49,24.5,12,0,49,24.5
1700175,2016,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,17,9,50,11,19,15,50,0,10,5
1700176,2016,Cowden-Herrick CUSD 3A,17,9,24,21,39,30,24,21,39,30
1700177,2016,DeWitt/Livingstn/Logan/McLean ROE,17,9,42,0,10,5,42,0,10,5
1700179,2016,DuPage ROE,17,9,2,-3,-3,-3,2,-3,-3,-3
1700184,2016,Grundy/Kendall ROE,17,9,62,6,9,7.5,62,0,5,2.5
1700188,2016,Region 07 South Cook ISC 4,17,9,26,0,20,10,26,0,20,10
1700192,2016,Henderson/Knox/Mercer/Warren ROE,17,9,3,-3,-3,-3,3,-3,-3,-3
1700193,2016,Lake ROE,17,9,8,0,49,24.5,8,0,49,24.5
1700194,2016,La Salle/Marshall/Putnam ROE,17,9,3,-3,-3,-3,3,-3,-3,-3
1700195,2016,Lee/Ogle/Whiteside ROE,17,9,24,0,20,10,24,0,20,10
1700198,2016,Madison ROE,17,9,11,0,49,24.5,11,0,49,24.5
1700206,2016,Menard/Sangamon ROE,17,9,17,0,20,10,17,0,20,10
1700208,2016,St Clair ROE,17,9,9,0,49,24.5,9,0,49,24.5
1700217,2016,Christopher USD 99,17,9,42,20,29,24.5,42,11,19,15
1700220,2016,Region 05 North Cook ISC 1,17,9,10,0,49,24.5,10,0,49,24.5
1700221,2016,Region 06 West Cook ISC 2,17,9,23,0,20,10,23,0,20,10
1700223,2016,Okaw Valley CUSD 302,17,9,47,30,39,34.5,47,11,19,15
1700310,2016,West Carroll CUSD 314,17,9,87,25,29,27,89,25,29,27
1700314,2016,West Prairie CUSD 103,17,9,45,40,49,44.5,45,20,29,24.5
1700319,2016,West Central CUSD 235,17,9,58,0,10,5,59,0,10,5
1700320,2016,Monmouth-Roseville CUSD 238,17,9,122,30,34,32,128,25,29,27
1700321,2016,United CUSD 304,17,9,72,35,39,37,72,25,29,27
1700324,2016,Sangamon Valley CUSD 9,17,9,57,20,29,24.5,57,20,29,24.5
1700326,2016,El Paso-Gridley CUSD 11,17,9,89,40,44,42,90,25,29,27
1700332,2016,Schuyler-Industry CUSD 5,17,9,82,15,19,17,83,10,14,12
1701382,2016,Thompsonville CUSD 174,17,9,29,21,39,30,29,21,39,30
1701384,2016,Illini West H S Dist 307,17,9,84,30,34,32,84,20,24,22
1701387,2016,Western CUSD 12,17,9,39,40,49,44.5,40,30,39,34.5
1701390,2016,Flanagan-Cornell Dist 74,17,9,39,11,19,15,41,11,19,15
1701395,2016,Mercer County School District 404,17,9,95,30,34,32,96,25,29,27
1701397,2016,Paris Cooperative High School,17,9,153,25,29,27,153,20,24,22
1701400,2016,Southland College Prep,17,9,90,40,44,42,90,20,24,22
1701403,2016,North Mac CUSD 34,17,9,103,25,29,27,103,25,29,27
1701404,2016,Odin PSD 722,17,9,13,0,49,24.5,13,0,49,24.5
1701410,2016,Horizon Science Acad-McKinley Pk,17,9,67,20,24,22,67,15,19,17
1701413,2016,Abingdon-Avon CUSD 276,17,9,53,20,29,24.5,53,11,19,15
1701416,2016,Milford Area PSD 124,17,9,48,40,49,44.5,48,50,59,54.5
1701417,2016,Bluford Unit School District 318,17,9,27,0,20,10,27,0,20,10
1701418,2016,Salt Fork CUSD 512,17,9,65,30,34,32,65,20,24,22
1701422,2016,Woodlawn Unit School District 209,17,9,35,20,29,24.5,35,20,29,24.5
1701426,2016,Amandla Charter School,17,9,42,0,10,5,44,0,10,5
1703300,2016,Alden Hebron SD 19,17,9,20,40,59,49.5,20,40,59,49.5
1703510,2016,Altamont CUSD 10,17,9,57,30,39,34.5,57,30,39,34.5
1703600,2016,Alton CUSD 11,17,9,421,30,30,30,430,24,24,24
1703660,2016,AlWood CUSD 225,17,9,28,21,39,30,28,21,39,30
1703690,2016,Amboy CUSD 272,17,9,51,20,29,24.5,51,20,29,24.5
1703780,2016,Anna Jonesboro CHSD 81,17,9,130,30,34,32,130,30,34,32
1703810,2016,Annawan CUSD 226,17,9,27,40,59,49.5,27,21,39,30
1703870,2016,CHSD 117,17,9,640,53,53,53,643,45,45,45
1703960,2016,Arcola CUSD 306,17,9,39,20,29,24.5,39,20,29,24.5
1703990,2016,Argenta-Oreana CUSD 1,17,9,73,30,34,32,73,20,24,22
1704020,2016,Argo CHSD 217,17,9,408,25,25,25,415,28,28,28
1704170,2016,Township HSD 214,17,9,2882,57,57,57,2918,55,55,55
1704230,2016,Armstrong Twp HSD 225,17,9,31,20,29,24.5,31,20,29,24.5
1704260,2016,Arthur CUSD 305,17,9,65,35,39,37,66,35,39,37
1704380,2016,Ashton-Franklin Center CUSD 275,17,9,46,30,39,34.5,46,30,39,34.5
1704440,2016,Astoria CUSD 1,17,9,21,21,39,30,21,0,20,10
1704470,2016,Athens CUSD 213,17,9,52,30,39,34.5,52,20,29,24.5
1704620,2016,Auburn CUSD 10,17,9,83,30,34,32,85,15,19,17
1704680,2016,Aurora East USD 131,17,9,724,18,18,18,728,17,17,17
1704710,2016,Aurora West USD 129,17,9,803,26,26,26,823,20,20,20
1704770,2016,Central CHSD 71,17,9,153,35,39,37,154,45,49,47
1704920,2016,Ball Chatham CUSD 5,17,9,349,48,48,48,353,46,46,46
1705050,2016,Barrington CUSD 220,17,9,744,61,61,61,755,59,59,59
1705220,2016,Batavia USD 101,17,9,486,62,62,62,488,60,60,60
1705310,2016,Beardstown CUSD 15,17,9,102,20,24,22,102,15,19,17
1705430,2016,Beecher CUSD 200U,17,9,71,45,49,47,71,30,34,32
1705460,2016,Beecher City CUSD 20,17,9,24,21,39,30,24,40,59,49.5
1705640,2016,Belleville Twp HSD 201,17,9,1131,34,34,34,1155,28,28,28
1705790,2016,Belvidere CUSD 100,17,9,666,29,29,29,670,25,25,25
1705820,2016,Bement CUSD 5,17,9,21,21,39,30,21,21,39,30
1705970,2016,Benton Cons HSD 103,17,9,119,20,24,22,119,20,24,22
1706120,2016,Bethalto CUSD 8,17,9,195,30,34,32,196,25,29,27
1706390,2016,Bismarck Henning CUSD,17,9,93,35,39,37,94,30,34,32
1706420,2016,Bloom Twp HSD 206,17,9,600,18,18,18,612,10,10,10
1706480,2016,Bloomington SD 87,17,9,258,45,49,47,261,35,39,37
1706540,2016,CHSD 218,17,9,1296,24,24,24,1310,21,21,21
1706600,2016,Scott-Morgan CUSD 2,17,9,13,0,49,24.5,13,0,49,24.5
1706960,2016,Bradley Bourbonnais CHSD 307,17,9,500,33,33,33,507,26,26,26
1707050,2016,Bremen CHSD 228,17,9,1234,27,27,27,1253,20,20,20
1707200,2016,Brimfield CUSD 309,17,9,56,30,39,34.5,56,40,49,44.5
1707440,2016,Brownstown CUSD 201,17,9,13,0,49,24.5,13,0,49,24.5
1707650,2016,Paxton-Buckley-Loda CUD 10,17,9,110,30,34,32,111,35,39,37
1707770,2016,Bunker Hill CUSD 8,17,9,42,30,39,34.5,42,20,29,24.5
1707830,2016,Central CUSD 301,17,9,255,50,54,52,255,55,59,57
1707950,2016,Bushnell Prairie City CUSD 170,17,9,64,30,34,32,64,20,24,22
1708010,2016,Byron CUSD 226,17,9,114,50,54,52,114,45,49,47
1708040,2016,Cahokia CUSD 187,17,9,204,0,5,2.5,209,0,5,2.5
1708070,2016,Cairo USD 1,17,9,26,0,20,10,26,0,20,10
1708160,2016,Cambridge CUSD 227,17,9,41,40,49,44.5,42,20,29,24.5
1708220,2016,Central CUSD 3,17,9,60,30,39,34.5,60,11,19,15
1708250,2016,Trico CUSD 176,17,9,67,20,24,22,67,20,24,22
1708280,2016,Canton Union SD 66,17,9,165,25,29,27,166,30,34,32
1708370,2016,Carbondale CHSD 165,17,9,249,40,44,42,249,35,39,37
1708400,2016,Cons HSD 230,17,9,1903,43,43,43,1922,42,42,42
1708430,2016,Carlinville CUSD 1,17,9,98,40,44,42,102,40,44,42
1708460,2016,Carlyle CUSD 1,17,9,71,25,29,27,72,30,34,32
1708500,2016,Carmi-White County CUSD 5,17,9,93,20,24,22,96,10,14,12
1708550,2016,CUSD 300,17,9,1412,42,42,42,1434,38,38,38
1708580,2016,Carrier Mills-Stonefort CUSD 2,17,9,25,0,20,10,25,0,20,10
1708610,2016,Carrollton CUSD 1,17,9,54,30,39,34.5,54,30,39,34.5
1708640,2016,Carterville CUSD 5,17,9,130,55,59,57,131,50,54,52
1709100,2016,Central A & M CUD 21,17,9,53,40,49,44.5,53,30,39,34.5
