dist,children,predom_race,grad_rate_midpt,pct_pov,pct_SP,pct_HHVJ,pct_CC,pct_NCI,pct_CD,pct_CLI,pct_hisp_latino,pct_white,pct_black,pct_native,pct_asian
Colonel Crawford Local School District,846,White,93.28138075313808,10.875,24.721,19.373,0.219,7.484,1.064,0,1.8,96.4,0,0,0
Wynford Local School District,828,White,93.02637362637364,14.437,24.306,25,0.462,5.687,8.333,0,4.3,95.7,0,0,0
Cuyahoga Heights Local School District,775,White,92.9885496183206,9.503,26.833,27.903,0.182,8.563,4,0,2,88.7,1.3,0.5,2.6
Independence Local School District,1200,White,95.63917525773196,5.714,22.752,26.507,0.185,1.291,5.833,0,2.8,93,0,0,0
Olmsted Falls City School District,4280,White,91.55049445609828,6.406,10.954,25.478,0.672,1.476,5.818,0,4.4,88.2,0.1,0,3.1
Richmond Heights Local School District,1158,Black,78.24555555555557,20.439,56.41,26.737,0.226,9.381,11.054,0,0,7.8,81.6,2.2,4.5
Solon City School District,5142,White,95.66311439756416,6.61,15.45,22.159,1.142,2.233,2.392,3.734,2.3,64.4,11.4,0,14.1
Ansonia Local School District,952,White,92.65935919055649,9.983,14.203,19.708,4.395,3.932,3.361,0,1.6,97.4,0.4,0,0
Arcanum-Butler Local School District,1021,White,94.76807228915663,8.342,28.017,22.723,0.618,6.764,6.17,0,3.3,95.7,0,0.4,0
Franklin Monroe Local School District,571,White,94.37820512820514,8.815,10.591,27.516,0,3.626,0.525,0,0,95.9,3.3,0,0
Mississinawa Valley Local School District,786,White,91.27603305785124,16.016,41.601,26.547,0.966,9.459,5.471,0,20.6,78.8,0.5,0,0
Tri-Village Local School District,720,White,93.6002766251729,13.401,20.3,20.088,0.937,24.49,2.778,0,0.7,94.3,3.3,0,0
Ayersville Local School District,606,White,92.02295552367288,6.772,21.835,29.393,0,7.672,12.046,0,12.4,81.4,0,0,0
Central Local School District,947,White,90.27988047808763,9.735,24.355,22.369,2.454,4.669,4.118,0,10.8,84.9,0.5,0,0
Northeastern Local School District,1425,White,91.4296875,9.822,28.284,19.902,1.137,8.891,3.158,0,0.8,95.9,0,0,1.2
Big Walnut Local School District,4028,White,94.00542005420054,3.366,16.45,26.973,0.518,5.464,3.724,0,3.1,91.5,0.3,0.1,0.3
Buckeye Valley Local School District,2743,White,90.52849218356026,5.965,19.758,24.055,0.562,4.592,3.208,0,5.3,89.5,2.6,0,0
Olentangy Local School District,20578,White,95.66323679727428,1.947,14.75,24.343,0.848,1.22,2.741,0.078,3.1,80.5,2.8,0.1,9.1
Edison Local (formerly Berlin-Milan) School District,1312,White,95.22272047832584,11.237,14.769,28.779,0.232,2.392,6.479,0,0.9,94.7,0,0,0
Kelleys Island Local School District,2,NA,NA,4.545,0,62.319,0,0,0,0,NA,NA,NA,NA,NA
Margaretta Local School District,1484,White,93.43355119825708,8.99,19.044,22.978,1.004,8.824,2.022,0,2.1,94.1,0,0,1.7
Perkins Local School District,1824,White,94.14610717896866,8.645,24.104,29.03,0.628,8.188,5.208,0.219,2.8,83.6,5.1,0,2.3
Vermilion Local School District,1737,White,91.51851851851852,13.21,26.031,23.959,0.842,6.618,5.872,0,8.6,91.8,0,0,0
Amanda-Clearcreek Local School District,1665,White,89.49583066067993,9.551,21.653,28.684,1.629,19.814,5.405,0,1.6,96.1,0,0,0
Berne Union Local School District,1056,White,93.11676300578034,9.99,24.714,24.895,2.846,5.614,8.996,0,0,97.4,2,0,0
Bloom-Carroll Local School District,2007,White,95.5447400241838,5.319,14.492,26.334,0.634,1.889,2.691,0,0.2,84.9,1.9,0,0.5
Fairfield Union Local School District,1681,White,89.56501547987615,13.231,24.645,24.74,2.57,9.135,4.521,0,0.6,96.6,0.3,0,0
Liberty Union-Thurston Local School District,1576,White,93.4713144517066,11.874,38.375,29.102,0.768,7.045,3.553,0,1.7,90.4,5.5,0,0
Pickerington Local School District,11327,White,94.94820043746272,6.727,20.498,27.93,1.697,3.266,3.699,1.571,4.6,64.6,20.4,0,3.8
Walnut Township Local School District,533,White,85.41187384044527,13.018,31.91,28.516,2.071,4.884,6.379,0,4.5,90.1,0,0,0
Canal Winchester Local School District,4543,White,92.06629180230836,18.217,38.07,29.627,3.47,0.498,1.365,0,1.7,52.1,39.6,0,0.2
Hamilton Local School District,2824,White,89.47818559556787,18.996,53.668,32.715,0.569,12.781,9.632,0,3.1,71.9,13.9,0,1.6
Gahanna-Jefferson City School District,8645,White,90.29434936158653,10.329,31.595,26.543,1.097,1.561,6.478,0.208,4.2,69.2,19.2,0,3.9
Groveport Madison Local School District,9170,Black,78.89882669744182,22.694,57.623,28.078,2.4,11.668,8.811,1.156,6.6,40,49,0,1.5
New Albany-Plain Local School District,6360,White,95.67130345182896,6.455,19.31,28.843,0.725,0.78,2.358,0.881,5.4,60.5,16.2,0.5,10
Reynoldsburg City School District,7420,White,90.01051025597559,16.915,43.717,27.078,2.315,5.508,7.466,0.58,7.7,48.2,30.5,0,2.5
Hilliard City School District,18950,White,90.34313996954174,8.74,26.878,26.344,1.448,2.497,5.193,1.91,5.8,75.7,6.1,0,5.3
Dublin City School District,15990,White,92.73254692484606,7.493,22.65,25.775,1.565,2.239,5.61,4.034,6.6,60,5.7,0.1,18.5
Archbold Area Local School District,1575,White,94.47519582245432,9.055,23.684,28.631,1.545,1.955,4,0.381,19.2,76.9,0,0,0
Evergreen Local School District,1205,White,73.64391951006124,7.846,23.507,26.408,0.969,6.837,7.137,0,6.5,90.9,0,0,0
Fayette Local School District,408,White,90.96045197740114,12.335,34.571,19.411,1.789,11.707,3.922,0,12.9,85.9,0,0,0.9
Pettisville Local School District,359,White,89.4083885209713,4.592,17.021,25,0.398,3.704,7.242,0,12.5,77.8,2.8,1.1,4.2
Pike-Delta-York Local School District,1536,White,88.04928315412187,9.752,35.699,23.245,0.306,4.237,7.422,0,5.8,89.9,1.1,0,0
Swanton Local School District,1483,White,84.76612903225805,10.776,28.818,29.7,0.469,4.317,3.506,1.618,7.3,89.2,0,0,1.2
Berkshire Local School District,2212,White,86.80335731414868,6.777,13.525,28.21,1.418,29.701,1.808,2.306,3.1,92.2,0.2,0,0
Cardinal Local School District,3931,White,92.20353982300884,10.611,9.412,26.33,9.662,77.201,3.968,10.862,3.2,95.8,0,0,0
Chardon Local School District,3766,White,93.2393465909091,5.921,18.198,22.687,1.493,2.918,3.558,0,4,90.2,3.6,0,0
Kenston Local School District,3223,White,94.86688429452305,3.911,11.367,25.489,0.515,5.957,6.981,0,2.6,91,3.4,0,1.5
Newbury Local School District,589,NA,NA,6.061,32.645,22.077,0.621,9.707,13.073,0,NA,NA,NA,NA,NA
West Geauga Local School District,2443,White,93.25539051269766,3.588,14.799,25.622,0.717,2.247,3.479,0,0.9,97.9,0.9,0,0
Beavercreek City School District,8835,White,93.64961195745904,4.494,24.922,21.014,0.584,3.266,4.46,2.694,3.1,81.8,1.9,0.2,8.3
Cedar Cliff Local School District,553,White,92.66423357664232,8.242,15.021,29.326,1.454,2.736,5.425,1.627,15.8,80,0,0,0.8
Greeneview Local School District,1230,White,91.23515248796149,12.553,18.676,28.689,0.321,9.516,9.268,0,0.3,99.6,0,0,0
Bellbrook-Sugarcreek Local School District,3143,White,93.32212765957448,4.706,16.955,21.81,0,4.579,0.955,0,2.8,83.5,5.1,0,1.3
Rolling Hills Local School District,1732,White,82.11832251622566,21.259,32.442,23.7,1.127,23.293,7.39,0,1,91.2,0.7,0,0
Finneytown Local School District,1922,Black,82.07228017883756,12.974,32.22,30.313,0.758,4.02,9.886,0,1.5,34.8,41.5,0,2.9
Forest Hills Local School District,9483,White,93.85319812792513,5.418,18.622,24.086,0.565,1.108,3.311,0.453,5.5,84.1,4.4,0,2.3
Northwest Local School District,12918,White,83.24390501319262,13.934,41.068,27.518,0.994,5.599,6.65,0.124,2.9,56.1,30.8,0,3.9
Oak Hills Local School District,11576,White,89.09729132117192,7.702,29.337,27.519,0.822,1.361,6.643,0.346,5,86.8,1.5,0,1.5
Southwest Local School District,4416,White,87.55040382889621,13.378,26.994,30.007,2.445,12.412,7.314,0,0.6,96.8,0.5,0.6,0
Three Rivers Local School District,3018,White,94.10291689598236,10.926,20.323,25.915,0.598,6.595,1.59,0,4.1,89.5,0.2,0,0
Arlington Local School District,590,White,92.39130434782608,6.173,15.613,21.026,0.206,0.529,4.237,0,0.7,96.6,0,0,0
Cory-Rawson Local School District,780,White,91.37051792828686,9.375,15.217,22.685,0.79,7.003,4.744,0,9.7,80.7,0.6,0,0
Liberty-Benton Local School District,1318,White,94.78193430656934,6.53,15.759,29.847,0.18,5.519,7.511,0,3.8,94.2,0,0,1.4
McComb Local School District,710,White,88.73367697594502,7.778,26.987,26.75,0.139,3.527,8.873,0,15.2,72,0.6,0,2.4
Vanlue Local School District,364,White,86.77966101694915,7.364,16.615,26.424,0.785,1.706,3.022,0,1.5,100,0,0,0
Hardin Northern Local School District,384,White,86.60439560439559,11.67,16.975,20.543,0.467,19.859,9.375,0,0,90.2,3.7,0,1
Ridgemont Local School District,620,White,86.79273504273505,11.825,25.61,16.373,4.203,42.619,0.968,0,3.5,91.8,0,0,0
Riverdale Local School District,1606,White,87.74235294117648,10.047,30.387,20.689,1.799,11.84,3.923,0,4.5,93.9,1.3,0,0
Upper Scioto Valley Local School District,572,White,86.04129263913823,15.416,39.419,24.515,0.262,29.456,6.469,0,6.2,92.8,0,0,0
Conotton Valley Union Local School District,411,White,87.64494382022471,17.308,44.271,18.476,0,11.183,8.273,0,1,98.8,0,0,0
Holgate Local School District,376,White,88.81632653061224,11.916,31.013,18.122,0,5.176,7.979,0,10.4,85.7,0,0,0
Liberty Center Local School District,1004,White,91.15809523809524,11.876,37.338,26.042,0.806,11.358,1.096,0,11.6,85,1.4,0,0
Patrick Henry Local School District,877,White,89.13945945945946,15.89,43.472,18.361,1.022,2.126,5.701,0,11.6,84.4,0.5,0,0.5
Bright Local School District,745,White,87.70254957507082,22.733,40.246,23.759,4.304,41.795,1.477,0,0,98.5,0,0,0
Fairfield Local School District,769,White,93.57161125319692,12.934,16.835,21.008,0.394,16.613,2.861,0,0,94.7,0,1.2,2.9
Lynchburg-Clay Local School District,1223,White,88.0187074829932,12.632,21.731,23.013,1.123,22.209,4.906,0,0,98.6,0.9,0,0
East Holmes Local School District,5600,White,87.67756482525367,9.574,1.842,27.633,7.149,72.212,2.018,16.554,2.2,92.8,0,0,3.1
West Holmes Local School District,4239,White,87.14328231292517,15.48,17.785,27.514,2.267,42.107,4.364,10.403,3,94.3,0,0,0.4
Monroeville Local School District,630,White,92.872,11.585,31.414,22.497,0,7.074,7.619,0,5.8,92.6,0,0,0
New London Local School District,1017,White,91.39787234042552,13.602,37.991,28.625,2.497,16.429,4.916,0,5.5,94,0,0,0
South Central Local School District,1045,White,92.49532710280371,12.907,35.088,26.407,0.772,29.148,4.306,0,3.9,96.1,0,0,0
Western Reserve Local School District,1321,White,93.8032786885246,9.958,22.648,21.923,0.733,11.946,9.463,0,3.7,90,6.3,0,0
Oak Hill Union Local School District,934,White,91.90622655663915,20.243,51.361,27.252,3.934,18.717,6.317,0,0,92.2,0,0,0
Buckeye Local School District,1909,White,91.26591154261055,18.657,33.872,32.795,0.77,8.39,6.024,0,0.2,95.4,0.2,0,0
Edison Local School District,2209,White,81.91459721380981,19.953,27.292,24.635,0.348,6.163,7.153,0,1.9,96.2,0.9,0,0.2
Indian Creek Local School District,2692,White,83.37210424710425,19.863,37.025,30.77,0.063,5.676,2.08,0,2.1,92.4,2.3,0,0.8
Centerburg Local School District,1157,White,91.01477272727271,10.076,23.81,27.324,1.894,6.042,7.519,0,0.9,87.1,3.1,0,0
Danville Local School District,724,White,91.93798449612405,20.879,32.504,22.228,4.398,22.15,4.696,0,2.1,94.3,2.8,0,0
Fredericktown Local School District,1484,White,94.99175824175823,17.703,17.715,19.945,0.782,36.066,5.391,6.604,0,96.2,1.6,0,0
Kirtland Local School District,1173,White,74.63326848249028,5.572,17.675,21.924,0.336,2.723,4.263,0,3.6,93.7,2.2,0,0
Madison Local School District,3388,White,88.53752468729428,10.814,40.26,24.381,0.975,13.637,4.014,0,8.2,87.1,0.9,1.6,0.1
Perry Local School District,1780,White,93.29958058717796,9.18,27.55,26.006,1.036,1.67,2.64,4.551,11.7,85,0.2,0,0.2
Dawson-Bryant Local School District,944,White,93.82414307004473,20.372,10.622,31.212,0,20.425,11.758,0,0,99.5,0,0,0
Fairland Local School District,1541,White,94.683192261185,15.763,39.583,25.762,2.316,10.955,7.592,0,0,95.7,0.3,0,0.7
Rock Hill Local School District,1680,White,92.58390517779164,29.177,45.341,26.199,0.63,14.462,4.048,0,0,95.1,0.9,0,0
South Point Local School District,2010,White,90.39326518340349,25.798,56.901,29.651,2.07,17.833,17.114,0,0,89.4,1.7,0,0.7
Symmes Valley Local School District,943,NA,NA,20.163,29.76,25.767,0.183,19.651,9.332,0,NA,NA,NA,NA,NA
Johnstown-Monroe Local School District,1721,White,90.47622282608694,5.847,17.13,30.516,1.427,6.312,2.266,0,7.5,86.1,0,0,0.9
Lakewood Local School District,2274,White,87.08533469596321,8.326,29.06,31.119,1.21,11.327,9.85,0,3.9,92.2,0.7,0,1.5
Licking Heights Local School District,4868,White,89.1061543471182,10.29,32.969,25.796,1.786,3.864,3.759,1.13,2.8,58.8,30.8,0,0.8
Licking Valley Local School District,2188,White,89.27715951245364,9.431,30.579,22.283,1.268,14.443,7.678,0,0,91.4,2.4,0,0
North Fork Local School District,1813,White,91.46143437077131,12.199,24.726,26.093,1.236,13.236,7.336,7.887,3.2,96.5,0,0,0
Northridge Local School District,1134,White,91.30258014073496,8.272,15.93,21.446,0.931,12.022,2.91,0,2.4,94,0,0,2.4
Southwest Licking Local School District,4656,White,89.72963269814969,6.532,26.434,29.068,1.349,5.783,11.555,0,3.9,88.3,4.6,0,0.1
Benjamin Logan Local School District,1878,White,89.56601389766266,8.172,17.27,22.081,2.206,12.281,3.781,0,0.2,90.3,0,1.2,3.6
Indian Lake Local School District,1893,White,93.15768463073852,18.506,28.123,26.77,1.55,24.217,6.445,0.475,2.2,90.3,0,0,2.2
Riverside Local School District,748,White,89.50802919708029,10.818,44.225,14.234,3.876,26.231,6.15,0,0,94.3,0,0,0
Avon Local School District,5318,White,94.81267561660944,4.664,12.77,23.946,1.496,0,1.561,0.527,2,80,12.7,0,2.5
Avon Lake City School District,4764,White,92.74014738865748,4.434,18.408,23.805,0,0.481,4.45,0.252,3.2,92.8,0.1,0,0.9
Clearview Local School District,969,White,88.69405241935483,30.32,49.875,29.042,2.77,23.089,6.295,0,26.3,54.2,10.6,0,0
Columbia Local School District,905,White,92.42004264392324,11.803,36.485,29.616,0,3.216,0.663,0,0,98.9,0.5,0,0
Firelands Local School District,1932,White,91.39112903225806,9.259,12.424,25.473,1.16,5.069,7.557,0,5,90.5,3.3,0.2,0.2
Keystone Local School District,1843,White,93.23081967213116,11.074,21.379,27.55,0.565,5.713,4.395,0,6.4,90.5,2.8,0,0
Midview Local School District,3345,White,92.51488919667592,11.256,32.711,25.548,0.505,9.652,11.091,0,4.6,88.1,1.6,0,0
Anthony Wayne Local School District,5019,White,84.73235800344234,5.906,25.448,23.091,0.395,1.421,1.395,0,0.6,92.9,0.4,0.7,1.1
Ottawa Hills Local School District,950,White,94.85974025974024,6.886,8.488,24.212,0.94,0,0.737,1.789,2.3,78.4,1.1,0,11.9
Springfield Local School District,4310,White,89.6046764545949,13.289,28.123,26.718,0.875,4.083,14.803,0,6.9,64.9,18.4,0,0
Washington Local School District,7896,White,85.19352420926397,19.667,47.302,29.104,1.094,8.93,10.436,1.456,13.5,70.4,7,0.5,1
Jefferson Local School District,1138,White,89.78084714548802,11.57,29.476,25.486,2.784,12.074,3.339,2.021,1.8,94.2,0,0,0
Jonathan Alder Local School District,2615,White,92.07723815096548,8.86,21.975,27.262,2.98,2.912,7.304,0,4.2,89,1.3,0,2.7
Madison-Plains Local School District,1523,White,85.4927659574468,12.176,32.018,24.641,0.061,9.73,3.086,0.985,2.8,94.4,0.7,0,0
Austintown Local School District,5093,White,90.66468725257324,13.578,33.461,33.354,0.384,4.538,5.714,0.314,4.1,81.8,9,0,0.3
Boardman Local School District,4648,White,93.20689655172411,14.313,30.694,32.801,0.904,5.669,5.852,1.119,5.2,79.7,7,0.1,1.4
Canfield Local School District,2916,White,93.32586006957864,5.215,8.745,24.54,0.189,2.209,2.503,0.514,1.1,85.9,2.9,0.8,2.5
Jackson-Milton Local School District,859,White,91.37467700258398,13.768,36.026,26.804,0.077,14.14,9.779,0,7.2,90.4,0,0,0
Lowellville Local School District,324,White,91.78200692041524,9.199,28.912,27.706,0,5.425,4.938,0,4.8,88.7,4.8,0,0
Poland Local School District,2236,White,95.70875763747456,5.378,14.272,28.595,0.394,4.315,2.415,0,4.7,91,2.2,0,0.9
Sebring Local School District,479,White,80.89840348330914,17.235,52.231,24.745,2.348,17.593,1.044,0,0,96.2,0,0,0
South Range Local School District,919,White,95.46479939439818,7.377,14.302,33.154,0.716,3.385,0,0,2.2,94,0,0,3.8
Springfield Local School District,1390,White,91.97160243407708,10.18,27.913,29.702,0.787,4.54,3.237,0,0.7,96.4,0,0,0
West Branch Local School District,2133,White,93.1677681748856,13.061,25.953,26.686,0.98,14.196,8.158,0,0.5,96.8,0,0,0.5
Western Reserve Local School District,515,White,93.44686648501364,7.863,23.775,27.091,0,1.297,6.408,0,0,99,0,0,0.8
Elgin Local School District,1123,White,92.85714285714285,14.475,21.726,23.336,0.787,7.626,3.829,3.918,8,90.6,0,0,0
Pleasant Local School District,1150,White,94.86680121089807,13.18,39.388,22.906,2.016,12.25,3.652,1.13,0,92,0,0,1.3
Ridgedale Local School District,605,White,89.23413897280966,20.455,39.965,18.818,1.264,0.236,15.207,0,0,79.9,0,0,2.2
River Valley Local School District,1949,White,95.52179570592062,12.029,28.071,21.175,0.192,1.647,0.154,4.361,4.5,91.3,1,0,1.5
Black River Local School District,1674,White,87.97151424287857,11.636,10.984,24.115,2.825,40.999,1.792,0,2.4,94.1,0,0,0
Buckeye Local School District,2429,White,91.05470249520154,7.244,21.63,27.154,0.175,2.74,0.823,0,4.6,92.2,2.3,0,0
Cloverleaf Local School District,2879,White,86.51243375458621,9.259,31.585,29.798,0.837,4.83,7.642,0,5.3,91.6,0.8,0,0
Highland Local School District,3882,White,95.77887563884155,4.295,13.392,28.224,0.851,4.803,0.876,0,2.4,94.7,0.1,0,1.3
Eastern Local School District,952,White,92.1450151057402,17.736,27.943,23.156,0.236,19.893,6.303,0,3.3,95.6,0,0,0
Meigs Local School District,2000,White,83.418970448045755,26.507,37.767,25.328,2.9,17.852,12.3,0,0.5,92.4,0.2,1.3,0
Southern Local School District,754,White,84.65991902834008,19.859,13.957,21.866,3.604,15.377,7.294,0,0,98.6,1.4,0,0
Parkway Local School District,1111,White,90.32721382289417,13.485,26.87,24.559,0.555,16.307,5.941,0,1.3,95.6,0.4,0,0
St. Henry Consolidated Local School District,870,White,95.9,4.487,1.589,17.732,4.206,4.446,0,0,0,99.5,0,0,0
Fort Recovery Local School District,1049,White,93.80906593406594,5.342,16.322,22.321,1.673,7.807,1.621,0,8.5,91.9,0,0,0
Bethel Local School District,1169,White,91.46203904555314,5.705,8.069,14.471,1.096,2.157,0,0,1.9,91.7,0.4,0,0
Miami East Local School District,1219,White,95.02649572649572,6.897,14.826,20.869,1.862,10.535,5.578,0,1,94.2,0.4,0,0
Newton Local School District,595,White,94.19320594479832,8.347,22.656,28.374,0.861,8.696,0.84,0,1.8,95.5,0,0,0.7
Switzerland of Ohio Local School District,2675,White,80.12687474665586,19.671,36.512,23.301,0.884,16.606,9.682,0,3.5,94.4,0.6,0,0
Brookville Local School District,1828,White,90.68316831683168,9.461,23.214,24.955,0.545,6.099,6.729,0,0,89.3,0,0,1.9
Jefferson Township Local School District,769,Black,73.15866388308976,28.814,64.984,26.002,0.195,10.137,15.085,3.251,15.6,19.5,57.8,0,0
Trotwood-Madison City School District,3485,Black,76.46553267681288,35.618,74.389,27.484,1.297,22.556,9.613,0,4,10,78.5,0,0.6
Mad River Local School District,3761,White,77.43812279009964,19.461,40.586,27.491,2.466,4.723,7.764,4.813,14.2,65,13.6,0,2.2
New Lebanon Local School District,1264,White,88.66341463414633,23.466,33.27,30.587,1.154,14.173,12.975,2.532,0,88.2,0,0,2.7
Northmont City School District,6082,White,93.43865546218488,9.405,28.313,24.688,0.646,6.04,7.382,1.069,2.9,68.3,19.4,0,1.8
Northridge Local School District,1483,White,78.36401240951396,42.6,72.838,33.472,3.914,18.352,5.057,0.674,4.5,63.6,20.4,0,0
Valley View Local School District,1773,White,92.59757505773672,11.46,21.24,27.03,0.238,6.229,2.989,0,2.2,95.6,0,0,0
Huber Heights City School District,7472,White,82.75296912114015,16.512,37.179,27.069,1.221,4.679,6.718,0.883,3.5,65.1,17.5,2.1,1.5
Morgan Local School District,2151,White,80.5197247706422,22.449,31.352,24.688,1.443,20.605,7.206,0.139,0.7,86.8,7.7,0,0.2
Cardington-Lincoln Local School District,1318,White,89.17857142857143,14.089,30.15,21.63,2.361,5.279,5.235,0,1.5,96.7,0,0,0
Highland Local School District,2210,White,88.57876943881001,12.487,16.182,31.185,1.846,11.609,10.181,2.217,2,81.8,15.3,0,0
Northmor Local School District,1737,White,91.23535564853556,16.703,21.353,23.582,2.903,42.667,5.642,0,0,100,0,0,0
East Muskingum Local School District,2098,White,90.0156087408949,13.185,24.661,25.466,1.734,22.202,7.912,0,1.5,84.4,0.7,0,0
Franklin Local School District,2289,White,88.89437729900158,17.896,33.627,30.811,2.257,12.684,6.16,0.306,1.1,96.2,0,0,0
Maysville Local School District,1801,White,86.70176787086857,16.676,30.474,29.259,3.112,5.871,5.386,0,0.5,92.7,1.8,0,0.5
Tri-Valley Local School District,3225,White,88.45216741405082,17.321,27.633,31.043,1.463,6.112,5.085,0,1.3,91.8,2.8,0,0
West Muskingum Local School District,1910,White,90.72028985507248,16.712,18.501,28.284,0.401,13.527,7.853,0,0,90.2,3.3,0,0
Noble Local School District,1227,White,83.49367088607595,14.505,20.485,22.015,0.505,28.893,2.363,1.385,0.4,93.9,0,0,0
Benton-Carroll-Salem Local School District,1689,White,94.0491124260355,9.544,32.011,20.28,0.479,7.229,9.295,0,8.1,87,0,0,0
Danbury Local School District,519,White,89.28252032520325,13.102,35.281,30.633,0.523,9.589,12.331,0.771,0.8,92.7,0,0,0.8
Genoa Area Local School District,1340,White,93.35859375,6.092,30.973,22.804,0.598,6.877,6.866,0,2.3,94,0,0,0
Middle Bass Local School District,8,NA,NA,0,0,46.809,0,0,25,0,NA,NA,NA,NA,NA
North Bass Local School District,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Put-in-Bay Local School District,21,NA,NA,4.412,28.571,34.815,0,0,9.524,0,NA,NA,NA,NA,NA
Antwerp Local School District,627,White,89.79734219269103,12.557,27.091,25,0.698,9.863,8.453,0,15.9,77.8,0.6,0,0
Twin Valley Community Local School District,995,White,94.2220994475138,14.3,22.573,22.013,0.833,12.068,4.322,0,1.7,94.3,0.5,0,2.9
Wayne Trace Local School District,928,White,91.53142857142858,12.707,30.815,25.755,2.559,17.638,5.065,0.108,2.4,91.8,0.5,0,0.5
Northern Local School District,2492,White,87.24734042553192,13.095,29.174,22.397,0.264,20.432,10.353,0,2.4,95.3,0.2,0,0
Southern Local School District,699,White,87.84393063583815,22.535,15.397,17.681,1.199,23.628,12.589,0,0,95.2,3.2,0,0
Logan Elm Local School District,2085,White,89.55331695331695,14.71,22.473,25.017,1.382,16.673,13.717,0,0.2,90.7,2.1,0,3.4
Teays Valley Local School District,4060,White,87.91438164521544,8.272,21.752,24.639,1.854,3.933,2.217,0,4.7,89.4,1.8,0.9,0.1
Westfall Local School District,1594,White,85.17655078391275,14.755,32.512,24.349,3.723,8.185,6.964,0,0.3,96.7,0,0,0
Eastern Local School District,736,White,85.97047970479704,29.371,43.471,22.645,1.863,7.988,5.707,0,0,100,0,0,0
Scioto Valley Local School District,1417,White,86.65463215258856,29.568,45.396,23.641,1.173,23.831,10.515,0,0,99.7,0.3,0,0
Waverly City School District,2041,White,88.49730788056779,23.328,24.331,25.439,0.946,13.767,6.467,0,0,95.6,3.9,0,0
Western Local School District,1001,White,80.95496417604913,32.794,24.425,22.386,5.672,20.616,19.081,0,2.9,97.1,0,0,0
Aurora City School District,3199,White,94.8429003021148,3.895,16.957,27.111,0.285,2.15,3.439,2.282,5.4,86.3,0.5,0,6.2
Crestwood Local School District,1801,White,88.6052344601963,9.069,23.504,30.802,0.368,6.942,6.663,0,0,96.2,3.8,0,0
Field Local School District,2575,White,89.94065934065934,9.486,22.39,31.548,0.854,6.25,5.981,0,3.9,90.4,0,0,0
James A. Garfield Local School District,1410,White,89.18829337094499,12.948,29.498,23.894,1.552,7.594,5.674,0,0,98,0.8,0,0
Rootstown Local School District,1332,White,87.75364806866953,8.282,10.929,27.01,1.125,5.741,5.33,0,0,91.8,3,3,0
Southeast Local School District,1960,White,90.02056962025317,14.035,32.811,28.689,0.252,12.185,6.122,0,1.5,94.3,1.8,1.8,0
Streetsboro City School District,2250,White,86.11453744493392,10.618,33.92,31.091,0.182,3.764,4,2.178,10.7,70.7,10.2,0,0.9
Waterloo Local School District,1397,White,86.07047279214987,10.954,8.374,26.804,1.789,3.858,9.52,0,0.8,99.6,0,0,0
Tri-County North Local School District,858,White,87.59794871794873,12.622,35.379,21.418,0.713,8.416,2.331,0,0,98,0,0,0
National Trail Local School District,1129,White,90.58449946178686,16.491,30.486,26.94,1.335,19.353,3.543,0,4.1,93.7,1.8,0,0
Preble Shawnee Local School District,1644,White,89.01297648012977,11.837,22.899,26.828,1.549,9.948,2.92,0,0.7,96,0,0,0.7
Columbus Grove Local School District,892,White,94.03128760529482,7.433,21.632,22.567,1.69,5.768,4.26,0,3.4,91.6,0.4,0,0
Continental Local School District,638,White,90.76470588235291,8.048,20.615,23.869,0,22.581,2.194,0,0,100,0,0,0
Jennings Local School District,245,White,92.92207792207792,5.053,5.882,20.842,0.86,1.072,2.041,0,3.8,96.2,0,0,0
Kalida Local School District,804,White,94.70772442588726,2.09,9.773,15.715,1.328,1.63,3.109,0,1.3,98.1,0,0,0
Leipsic Local School District,854,Hispanic/Latino,89.74736842105263,11.638,36.104,22.891,0.886,20.395,5.035,9.251,60.1,36.3,0,0,0
Miller City-New Cleveland Local School District,484,White,95,2.887,5,20.751,2.249,4.202,4.545,0,4.5,95.5,0,0,0
Ottawa-Glandorf Local School District,1491,White,94.7662527392257,7.073,21.719,22.417,0.713,2.628,2.75,5.567,1.1,90.9,0,0,0
Ottoville Local School District,404,White,90.76666666666668,1.948,13.193,18.57,0,4.409,5.693,0,0,95.3,0,0,4.7
Pandora-Gilboa Local School District,644,White,92.78225806451611,4.605,8.235,23.922,0.234,3.359,0,0,3,95.6,0,0,0
Clear Fork Valley Local School District,1959,White,92.3740458015267,10.283,18.985,27.374,2.648,16.408,5.105,0,3.6,95.8,0,0,0
Crestview Local School District,1478,White,92.49101796407186,16.43,15.408,25.783,3.171,24.053,3.924,3.518,3,94.5,0,0,0
Lexington Local School District,3227,White,92.88073807380738,8.021,15.797,26.244,1.634,3.575,4.245,0.713,1.7,85.4,2.5,0,0.3
Lucas Local School District,652,White,92.89667896678966,12.995,27.778,23.473,0.229,13.357,1.687,0,0.6,99.2,0,0,0
Madison Local School District,3571,White,89.44605042016806,18.67,43.904,34.416,1.805,22.472,9.689,0,1.2,85.2,0.8,0,0
Plymouth-Shiloh Local School District,887,White,93.3211267605634,18.139,16.974,17.979,2.554,40.275,4.961,6.539,5.8,90.6,0.6,0,0
Ontario Local School District,1718,White,93.7744860943168,7.914,18.447,20.82,0,5.89,7.159,0,0,91.7,2.1,0,5.9
