GeoId|Geography|LEAID|Year|Iteration|CDP05.3_51est|CDP05.3_51moe|CDP05.3_52est|CDP05.3_52moe|CDP05.3_52pct|CDP05.3_52pctmoe|CDP05.3_53est|CDP05.3_53moe|CDP05.3_53pct|CDP05.3_53pctmoe|CDP05.3_54est|CDP05.3_54moe|CDP05.3_54pct|CDP05.3_54pctmoe|CDP05.3_55est|CDP05.3_55moe|CDP05.3_55pct|CDP05.3_55pctmoe|CDP05.3_56est|CDP05.3_56moe|CDP05.3_56pct|CDP05.3_56pctmoe|CDP05.3_57est|CDP05.3_57moe|CDP05.3_57pct|CDP05.3_57pctmoe|CDP05.3_58est|CDP05.3_58moe|CDP05.3_58pct|CDP05.3_58pctmoe|CDP05.3_59est|CDP05.3_59moe|CDP05.3_59pct|CDP05.3_59pctmoe|CDP05.3_60est|CDP05.3_60moe|CDP05.3_60pct|CDP05.3_60pctmoe|CDP05.3_61est|CDP05.3_61moe|CDP05.3_61pct|CDP05.3_61pctmoe|CDP05.3_62est|CDP05.3_62moe|CDP05.3_62pct|CDP05.3_62pctmoe|CDP05.3_63est|CDP05.3_63moe|CDP05.3_63pct|CDP05.3_63pctmoe|CDP05.3_64est|CDP05.3_64moe|CDP05.3_64pct|CDP05.3_64pctmoe|CDP05.3_65est|CDP05.3_65moe|CDP05.3_65pct|CDP05.3_65pctmoe|CDP05.3_66est|CDP05.3_66moe|CDP05.3_66pct|CDP05.3_66pctmoe
97000US2600016|Crestwood School District|2600016|2014-2018|105|4685|472|180|120|3.8|2.5|50|54|1.1|1.2|95|113|2.0|2.4|0|18|0.0|0.5|35|45|0.7|1.0|4505|458|96.2|2.5|3900|486|83.2|7.1|435|293|9.3|6.2|0|18|0.0|0.5|60|59|1.3|1.3|0|18|0.0|0.5|10|18|0.2|0.4|105|103|2.2|2.2|0|18|0.0|0.5|105|103|2.2|2.2
97000US4103690|Creswell School District 40|4103690|2014-2018|105|1400|213|205|169|14.6|11.7|140|151|10.0|10.4|10|18|0.7|1.4|0|17|0.0|2.3|50|74|3.6|5.3|1195|228|85.4|11.7|1095|242|78.2|12.7|0|17|0.0|2.3|0|17|0.0|2.3|0|17|0.0|2.3|4|13|0.3|1.2|35|57|2.5|4.1|60|62|4.3|4.5|0|17|0.0|2.3|60|62|4.3|4.5
97000US3100095|Crete Public Schools|3100095|2014-2018|105|2285|289|965|62|42.2|6.0|610|191|26.7|8.8|0|15|0.0|0.9|0|15|0.0|0.9|355|211|15.5|9.6|1320|293|57.8|6.0|1060|264|46.4|7.7|0|15|0.0|0.9|0|15|0.0|0.9|225|164|9.8|7.0|0|15|0.0|0.9|0|15|0.0|0.9|40|39|1.8|1.8|0|15|0.0|0.9|40|39|1.8|1.8
97000US0803180|Cripple Creek-Victor School District RE-1|0803180|2014-2018|105|455|171|35|53|7.7|10.4|35|53|7.7|10.4|0|17|0.0|6.9|0|17|0.0|6.9|0|17|0.0|6.9|420|156|92.3|10.4|400|145|87.9|10.3|0|17|0.0|6.9|0|17|0.0|6.9|0|17|0.0|6.9|0|17|0.0|6.9|0|17|0.0|6.9|20|23|4.4|4.5|0|17|0.0|6.9|20|23|4.4|4.5
97000US4700850|Crockett County School District|4700850|2014-2018|105|1170|132|125|54|10.7|4.2|115|49|9.8|3.9|0|17|0.0|2.9|0|17|0.0|2.9|10|18|0.9|1.5|1045|121|89.3|4.2|905|121|77.4|6.0|75|43|6.4|3.7|0|17|0.0|2.9|0|17|0.0|2.9|0|17|0.0|2.9|0|17|0.0|2.9|60|44|5.1|3.6|0|17|0.0|2.9|60|44|5.1|3.6
97000US0900990|Cromwell School District|0900990|2014-2018|105|2145|311|360|215|16.8|9.4|4|14|0.2|0.4|245|191|11.4|8.6|0|19|0.0|1.6|115|143|5.4|6.6|1780|305|83.0|9.3|1520|287|70.9|9.5|135|91|6.3|4.3|0|19|0.0|1.6|105|73|4.9|3.4|0|19|0.0|1.6|0|19|0.0|1.6|20|30|0.9|1.4|0|19|0.0|1.6|20|30|0.9|1.4
97000US4103720|Crook County School District|4103720|2014-2018|105|3010|234|395|88|13.1|2.8|370|98|12.3|3.1|15|22|0.5|0.7|0|22|0.0|1.1|10|18|0.3|0.6|2615|220|86.9|2.8|2300|177|76.4|3.3|0|22|0.0|1.1|0|22|0.0|1.1|15|23|0.5|0.8|75|103|2.5|3.4|0|22|0.0|1.1|225|122|7.5|4.0|0|22|0.0|1.1|225|122|7.5|4.0
97000US4800001|Crosbyton Consolidated Independent School District|4800001|2014-2018|105|340|85|270|82|79.4|8.7|255|84|75.0|10.8|0|13|0.0|11.1|0|13|0.0|11.1|15|14|4.4|4.6|70|29|20.6|8.7|65|28|19.1|8.6|4|9|1.2|4.0|0|13|0.0|11.1|0|13|0.0|11.1|0|13|0.0|11.1|0|13|0.0|11.1|0|13|0.0|11.1|0|13|0.0|11.1|0|13|0.0|11.1
97000US3100130|Cross County Community Schools|3100130|2014-2018|105|355|60|20|26|5.6|6.9|20|26|5.6|6.9|0|9|0.0|5.5|0|9|0.0|5.5|0|9|0.0|5.5|335|51|94.4|6.9|335|51|94.4|6.9|0|9|0.0|5.5|0|9|0.0|5.5|0|9|0.0|5.5|0|9|0.0|5.5|0|9|0.0|5.5|0|9|0.0|5.5|0|9|0.0|5.5|0|9|0.0|5.5
97000US0507740|Cross County School District|0507740|2014-2018|105|575|154|4|8|0.7|1.3|4|8|0.7|1.3|0|12|0.0|5.5|0|12|0.0|5.5|0|12|0.0|5.5|575|153|100.0|5.5|495|136|86.1|9.7|4|11|0.7|2.1|0|12|0.0|5.5|0|12|0.0|5.5|0|12|0.0|5.5|10|12|1.7|2.4|65|59|11.3|9.4|0|12|0.0|5.5|65|59|11.3|9.4
97000US4103780|Crow-Applegate-Lorane Sd 66|4103780|2014-2018|105|325|85|35|30|10.8|10.4|30|30|9.2|9.7|4|5|1.2|2.1|0|12|0.0|9.5|0|12|0.0|9.5|295|91|90.8|9.9|285|94|87.7|11.9|0|12|0.0|9.5|0|12|0.0|9.5|0|12|0.0|9.5|0|12|0.0|9.5|0|12|0.0|9.5|10|12|3.1|4.6|0|12|0.0|9.5|10|12|3.1|4.6
97000US0803210|Crowley County School District RE-1-J|0803210|2014-2018|105|690|171|240|132|34.8|13.8|180|143|26.1|16.7|30|27|4.3|4.3|0|17|0.0|4.6|30|39|4.3|5.7|450|113|65.2|13.8|420|114|60.9|13.8|0|17|0.0|4.6|10|15|1.4|2.1|0|17|0.0|4.6|0|17|0.0|4.6|0|17|0.0|4.6|20|16|2.9|2.6|0|17|0.0|4.6|20|16|2.9|2.6
97000US5503030|Cuba City School District|5503030|2014-2018|105|760|111|0|12|0.0|2.3|0|12|0.0|2.3|0|12|0.0|2.3|0|12|0.0|2.3|0|12|0.0|2.3|760|111|100.0|2.3|745|112|98.0|2.0|4|10|0.5|1.6|0|12|0.0|2.3|0|12|0.0|2.3|0|12|0.0|2.3|4|2|0.5|1.2|10|10|1.3|1.6|0|12|0.0|2.3|10|10|1.3|1.6
97000US3500660|Cuba Independent Schools|3500660|2014-2018|105|1060|158|195|84|18.4|6.9|150|79|14.2|6.7|0|12|0.0|3.0|0|12|0.0|3.0|45|26|4.2|2.5|865|135|81.6|6.9|20|23|1.9|2.3|0|12|0.0|3.0|835|130|78.8|7.0|0|12|0.0|3.0|0|12|0.0|3.0|0|12|0.0|3.0|10|12|0.9|1.3|0|12|0.0|3.0|10|12|0.9|1.3
97000US5503060|Cudahy School District|5503060|2014-2018|105|2200|352|655|230|29.8|9.7|365|216|16.6|9.2|215|111|9.8|5.4|0|14|0.0|0.8|75|90|3.4|4.1|1540|342|70.0|9.7|1235|266|56.1|8.7|155|127|7.0|5.6|0|14|0.0|0.8|20|33|0.9|1.5|0|14|0.0|0.8|0|14|0.0|0.8|130|166|5.9|7.4|0|14|0.0|0.8|130|166|5.9|7.4
97000US1600870|Culdesac Joint School District 342|1600870|2014-2018|105|115|37|4|5|3.5|5.1|4|5|3.5|5.1|0|12|0.0|24.3|0|12|0.0|24.3|0|12|0.0|24.3|110|35|95.7|7.2|95|32|82.6|11.4|0|12|0.0|24.3|15|12|13.0|9.8|0|12|0.0|24.3|0|12|0.0|24.3|0|12|0.0|24.3|4|6|3.5|4.8|0|12|0.0|24.3|4|6|3.5|4.8
97000US0100990|Cullman City School District|0100990|2014-2018|105|2285|388|140|105|6.1|4.5|80|87|3.5|3.7|60|77|2.6|3.4|0|19|0.0|1.4|0|19|0.0|1.4|2145|374|93.9|4.5|2070|381|90.6|5.1|0|19|0.0|1.4|0|19|0.0|1.4|0|19|0.0|1.4|0|19|0.0|1.4|0|19|0.0|1.4|75|69|3.3|3.2|0|19|0.0|1.4|75|69|3.3|3.2
97000US4103840|Culver School District 4|4103840|2014-2018|105|670|147|325|122|48.5|12.6|295|121|44.0|12.9|0|12|0.0|4.7|0|12|0.0|4.7|30|26|4.5|4.0|340|98|50.7|12.7|310|91|46.3|11.7|0|12|0.0|4.7|0|12|0.0|4.7|0|12|0.0|4.7|0|12|0.0|4.7|0|12|0.0|4.7|30|26|4.5|3.8|0|12|0.0|4.7|30|26|4.5|3.8
97000US4700900|Cumberland County School District|4700900|2014-2018|105|7440|372|450|30|6.0|0.5|390|99|5.2|1.3|0|29|0.0|0.5|0|29|0.0|0.5|60|89|0.8|1.2|6990|369|94.0|0.5|6640|327|89.2|1.4|85|93|1.1|1.3|50|51|0.7|0.7|0|29|0.0|0.5|0|29|0.0|0.5|0|29|0.0|0.5|215|113|2.9|1.5|0|29|0.0|0.5|215|113|2.9|1.5
97000US3700011|Cumberland County Schools|3700011|2014-2018|105|48115|742|6485|275|13.5|0.6|2165|358|4.5|0.7|2340|295|4.9|0.6|135|84|0.3|0.2|1845|338|3.8|0.7|41625|732|86.5|0.6|15675|588|32.6|0.9|20220|568|42.0|1.1|610|139|1.3|0.3|840|171|1.7|0.4|110|90|0.2|0.2|85|68|0.2|0.1|4090|478|8.5|1.0|50|49|0.1|0.1|4040|474|8.4|1.0
96000US3403620|Cumberland Regional School District|3403620|2014-2018|105|1245|222|245|155|19.7|11.0|75|70|6.0|5.6|155|150|12.4|11.2|4|7|0.3|0.6|10|19|0.8|1.6|995|184|79.9|11.1|575|137|46.2|10.0|220|71|17.7|5.4|40|27|3.2|2.3|75|83|6.0|6.6|0|22|0.0|2.6|0|22|0.0|2.6|90|73|7.2|5.7|45|60|3.6|4.8|45|44|3.6|3.4
97000US4400270|Cumberland School District|4400270|2014-2018|105|5065|381|555|184|11.0|3.6|0|27|0.0|0.7|95|93|1.9|1.9|15|20|0.3|0.4|445|161|8.8|3.1|4515|388|89.1|3.6|4230|386|83.5|3.9|40|53|0.8|1.0|0|27|0.0|0.7|115|100|2.3|2.0|0|27|0.0|0.7|0|27|0.0|0.7|130|120|2.6|2.4|0|27|0.0|0.7|130|120|2.6|2.4
97000US5503090|Cumberland School District|5503090|2014-2018|105|835|131|135|87|16.2|9.5|65|53|7.8|6.4|0|12|0.0|2.1|0|12|0.0|2.1|65|82|7.8|9.3|700|108|83.8|9.5|660|105|79.0|9.7|0|12|0.0|2.1|10|14|1.2|1.8|0|12|0.0|2.1|0|12|0.0|2.1|0|12|0.0|2.1|25|23|3.0|2.9|0|12|0.0|2.1|25|23|3.0|2.9
97000US4207110|Cumberland Valley School District|4207110|2014-2018|105|9595|469|330|145|3.4|1.5|120|75|1.3|0.8|75|84|0.8|0.9|0|24|0.0|0.3|135|91|1.4|0.9|9265|479|96.6|1.5|7450|473|77.6|2.6|245|116|2.6|1.2|50|56|0.5|0.6|975|219|10.2|2.3|0|24|0.0|0.3|35|52|0.4|0.5|515|210|5.4|2.2|0|24|0.0|0.3|515|210|5.4|2.2
97000US4207140|Curwensville Area School District|4207140|2014-2018|105|950|107|25|25|2.6|2.7|0|15|0.0|2.6|25|24|2.6|2.6|0|15|0.0|2.6|4|5|0.4|0.6|925|106|97.4|2.7|895|104|94.2|4.1|0|15|0.0|2.6|25|29|2.6|3.1|0|15|0.0|2.6|0|15|0.0|2.6|0|15|0.0|2.6|10|12|1.1|1.4|0|15|0.0|2.6|10|12|1.1|1.4
96000US3007930|Custer County High School District|3007930|2014-2018|105|505|80|15|19|3.0|3.9|15|19|3.0|3.9|0|16|0.0|4.4|0|16|0.0|4.4|0|16|0.0|4.4|490|80|97.0|3.9|445|74|88.1|6.8|10|7|2.0|1.1|4|4|0.8|1.6|0|16|0.0|4.4|0|16|0.0|4.4|0|16|0.0|4.4|30|25|5.9|4.7|0|16|0.0|4.4|30|25|5.9|4.7
97000US0807200|Custer County School District C-1|0807200|2014-2018|105|505|188|135|162|26.7|26.4|110|164|21.8|27.8|0|12|0.0|6.2|0|12|0.0|6.2|20|21|4.0|4.8|370|135|73.3|26.4|320|124|63.4|24.4|45|57|8.9|11.3|0|12|0.0|6.2|0|12|0.0|6.2|0|12|0.0|6.2|0|12|0.0|6.2|4|7|0.8|2.2|0|12|0.0|6.2|4|7|0.8|2.2
95000US3000003|Cut Bank Elementary School District|3000003|2014-2018|105|765|139|90|88|11.8|10.9|0|10|0.0|2.9|0|10|0.0|2.9|0|10|0.0|2.9|90|88|11.8|10.9|675|131|88.2|10.9|445|85|58.2|13.2|0|10|0.0|2.9|215|118|28.1|12.7|0|10|0.0|2.9|0|10|0.0|2.9|0|10|0.0|2.9|15|24|2.0|3.1|0|10|0.0|2.9|15|24|2.0|3.1
97000US1200390|Dade County School District|1200390|2014-2018|105|361990|2737|233055|2122|64.4|0.4|12295|920|3.4|0.3|15730|1239|4.3|0.3|107540|2825|29.7|0.7|97485|2615|26.9|0.7|128935|1645|35.6|0.4|43265|1159|12.0|0.3|76970|1282|21.3|0.3|470|153|0.1|0.1|4255|341|1.2|0.1|40|39|0.0|0.1|825|207|0.2|0.1|3110|545|0.9|0.2|465|209|0.1|0.1|2645|530|0.7|0.1
97000US5100022|Dahlgren Department of Defense School District|5100022|2014-2018|105|95|63|15|22|15.8|20.3|15|22|15.8|20.3|0|12|0.0|28.3|0|12|0.0|28.3|0|12|0.0|28.3|85|58|89.5|25.5|45|26|47.4|28.1|35|48|36.8|31.5|0|12|0.0|28.3|0|12|0.0|28.3|0|12|0.0|28.3|0|12|0.0|28.3|0|12|0.0|28.3|0|12|0.0|28.3|0|12|0.0|28.3
97000US3800040|Dakota Prairie Public School District 1|3800040|2014-2018|105|280|50|10|12|3.6|5.5|10|12|3.6|5.5|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|270|48|96.4|5.5|270|48|96.4|3.8|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|0|9|0.0|6.9|4|3|1.4|1.4|0|9|0.0|6.9|4|3|1.4|1.4
97000US4207200|Dallas School District|4207200|2014-2018|105|2770|355|100|84|3.6|2.9|25|28|0.9|1.0|4|10|0.1|0.5|4|6|0.1|0.2|65|71|2.3|2.5|2675|345|96.6|3.0|2600|353|93.9|3.4|20|27|0.7|1.0|10|30|0.4|1.1|25|26|0.9|1.0|0|19|0.0|0.9|0|19|0.0|0.9|20|24|0.7|0.9|0|19|0.0|0.9|20|24|0.7|0.9
97000US4103860|Dallas School District 2|4103860|2014-2018|105|2850|347|300|168|10.5|5.4|210|132|7.4|4.4|0|22|0.0|1.1|80|116|2.8|4.0|15|21|0.5|0.8|2550|312|89.5|5.4|2475|320|86.8|6.2|0|22|0.0|1.1|0|22|0.0|1.1|20|35|0.7|1.2|0|22|0.0|1.1|0|22|0.0|1.1|55|57|1.9|2.0|0|22|0.0|1.1|55|57|1.9|2.0
97000US4207230|Dallastown Area School District|4207230|2014-2018|105|6395|509|420|214|6.6|3.4|70|84|1.1|1.3|315|179|4.9|2.8|30|41|0.5|0.6|10|17|0.2|0.3|5975|553|93.4|3.4|4960|464|77.6|5.8|465|260|7.3|3.9|0|22|0.0|0.4|165|116|2.6|1.8|0|22|0.0|0.4|50|67|0.8|1.1|335|287|5.2|4.4|10|18|0.2|0.3|325|288|5.1|4.4
97000US4207290|Daniel Boone Area School District|4207290|2014-2018|105|3290|307|220|114|6.7|3.4|50|45|1.5|1.4|135|91|4.1|2.7|0|19|0.0|0.8|35|59|1.1|1.8|3070|309|93.3|3.4|2635|350|80.1|6.3|225|157|6.8|4.7|0|19|0.0|0.8|75|71|2.3|2.2|0|19|0.0|0.8|0|19|0.0|0.8|130|99|4.0|3.1|0|19|0.0|0.8|130|99|4.0|3.1
97000US2503990|Danvers School District|2503990|2014-2018|105|3740|340|170|105|4.5|2.8|60|54|1.6|1.4|4|3|0.1|0.3|45|68|1.2|1.8|70|61|1.9|1.6|3570|338|95.5|2.8|3290|342|88.0|5.6|55|66|1.5|1.8|10|18|0.3|0.5|50|55|1.3|1.5|0|23|0.0|0.9|0|23|0.0|0.9|170|168|4.5|4.4|15|20|0.4|0.6|155|167|4.1|4.4
97000US4207320|Danville Area School District|4207320|2014-2018|105|2270|154|70|52|3.1|2.3|40|32|1.8|1.4|10|11|0.4|0.5|0|16|0.0|1.1|20|23|0.9|1.0|2200|155|96.9|2.3|1975|132|87.0|2.5|50|36|2.2|1.5|0|16|0.0|1.1|85|51|3.7|2.2|0|16|0.0|1.1|4|6|0.2|0.3|85|49|3.7|2.1|0|16|0.0|1.1|85|49|3.7|2.1
97000US5503150|Darlington Community School District|5503150|2014-2018|105|775|96|120|33|15.5|4.0|115|39|14.8|4.5|0|9|0.0|2.2|0|9|0.0|2.2|4|11|0.5|1.8|655|86|84.5|4.0|655|86|84.5|4.0|0|9|0.0|2.2|0|9|0.0|2.2|0|9|0.0|2.2|0|9|0.0|2.2|0|9|0.0|2.2|0|9|0.0|2.2|0|9|0.0|2.2|0|9|0.0|2.2
97000US3100002|David City Public Schools|3100002|2014-2018|105|680|130|40|24|5.9|3.8|30|19|4.4|3.1|0|13|0.0|2.9|0|13|0.0|2.9|15|16|2.2|2.4|640|129|94.1|3.8|640|129|94.1|3.8|0|13|0.0|2.9|0|13|0.0|2.9|0|13|0.0|2.9|0|13|0.0|2.9|0|13|0.0|2.9|0|13|0.0|2.9|0|13|0.0|2.9|0|13|0.0|2.9
97000US4103940|David Douglas School District 40|4103940|2014-2018|105|10875|856|2150|462|19.8|3.9|1890|492|17.4|4.1|20|25|0.2|0.2|65|65|0.6|0.6|175|135|1.6|1.2|8725|778|80.2|3.9|4940|570|45.4|5.1|1150|342|10.6|2.9|50|72|0.5|0.7|1230|319|11.3|2.7|300|216|2.8|1.9|85|109|0.8|1.0|970|353|8.9|3.2|40|52|0.4|0.5|930|346|8.6|3.1
97000US4900210|Davis School District|4900210|2014-2018|105|79005|921|8230|332|10.4|0.4|5275|533|6.7|0.7|350|148|0.4|0.2|0|27|0.0|0.1|2605|460|3.3|0.6|70775|840|89.6|0.4|65530|856|82.9|0.4|1055|229|1.3|0.3|210|117|0.3|0.1|795|210|1.0|0.3|345|137|0.4|0.2|50|49|0.1|0.1|2800|369|3.5|0.5|30|47|0.0|0.1|2770|364|3.5|0.5
95000US4700930|Dayton City Elementary School District|4700930|2014-2018|105|755|199|35|46|4.6|6.1|30|46|4.0|6.1|0|17|0.0|4.5|0|17|0.0|4.5|4|7|0.5|0.9|720|194|95.4|6.1|575|179|76.2|13.5|30|42|4.0|5.6|0|17|0.0|4.5|30|43|4.0|5.5|0|17|0.0|4.5|0|17|0.0|4.5|85|94|11.3|11.8|0|17|0.0|4.5|85|94|11.3|11.8
97000US4103990|Dayton School District 8|4103990|2014-2018|105|1160|229|320|85|27.6|8.0|285|84|24.6|8.0|10|18|0.9|1.7|0|17|0.0|2.8|25|48|2.2|4.2|840|222|72.4|8.0|815|225|70.3|8.7|4|12|0.3|1.4|0|17|0.0|2.8|10|19|0.9|1.8|0|17|0.0|2.8|0|17|0.0|2.8|10|16|0.9|1.3|0|17|0.0|2.8|10|16|0.9|1.3
97000US0803240|De Beque School District 49-JT|0803240|2014-2018|105|185|47|10|11|5.4|6.7|4|7|2.2|3.6|0|12|0.0|16.1|0|12|0.0|16.1|4|9|2.2|8.1|170|45|91.9|8.1|170|45|91.9|7.7|0|12|0.0|16.1|0|12|0.0|16.1|0|12|0.0|16.1|0|12|0.0|16.1|0|12|0.0|16.1|4|7|2.2|3.7|0|12|0.0|16.1|4|7|2.2|3.7
97000US5503210|De Pere Unified School District|5503210|2014-2018|105|4105|431|215|192|5.2|4.5|130|154|3.2|3.6|85|130|2.1|3.1|0|16|0.0|0.4|0|16|0.0|0.4|3895|389|94.9|4.5|3490|391|85.0|6.2|0|16|0.0|0.4|35|44|0.9|1.1|250|130|6.1|3.0|0|16|0.0|0.4|0|16|0.0|0.4|115|101|2.8|2.4|0|16|0.0|0.4|115|101|2.8|2.4
97000US0500049|De Queen School District|0500049|2014-2018|105|3155|194|1660|171|52.6|3.6|1585|167|50.2|4.2|0|19|0.0|1.0|0|19|0.0|1.0|75|82|2.4|2.5|1495|125|47.4|3.6|1210|134|38.4|3.8|120|61|3.8|1.9|95|57|3.0|1.8|20|36|0.6|1.2|15|23|0.5|0.7|0|19|0.0|1.0|35|31|1.1|1.0|0|19|0.0|1.0|35|31|1.1|1.0
97000US5503240|De Soto Area School District|5503240|2014-2018|105|620|89|35|23|5.6|3.8|25|21|4.0|3.5|0|9|0.0|2.8|0|9|0.0|2.8|4|8|0.6|2.0|590|90|95.2|4.2|570|90|91.9|4.3|0|9|0.0|2.8|0|9|0.0|2.8|4|3|0.6|1.9|0|9|0.0|2.8|0|9|0.0|2.8|15|15|2.4|2.4|0|9|0.0|2.8|15|15|2.4|2.4
97000US2200510|De Soto Parish School District|2200510|2014-2018|105|5145|214|225|45|4.4|0.9|145|82|2.8|1.6|0|23|0.0|0.7|0|23|0.0|0.7|80|82|1.6|1.6|4920|212|95.6|0.9|2765|143|53.7|2.0|1855|158|36.1|2.6|100|56|1.9|1.0|4|9|0.1|0.2|0|23|0.0|0.7|0|23|0.0|0.7|190|110|3.7|2.1|0|23|0.0|0.7|190|110|3.7|2.1
97000US4700960|Decatur County School District|4700960|2014-2018|105|1870|71|110|76|5.9|4.0|50|48|2.7|2.5|0|19|0.0|1.9|0|19|0.0|1.9|55|71|2.9|3.8|1765|69|94.4|3.9|1605|50|85.8|2.6|55|33|2.9|1.8|0|19|0.0|1.9|20|16|1.1|0.9|0|19|0.0|1.9|0|19|0.0|1.9|85|61|4.5|3.3|15|26|0.8|1.5|65|56|3.5|3.0
97000US4207540|Deer Lakes School District|4207540|2014-2018|105|1740|203|4|8|0.2|0.8|0|16|0.0|1.4|4|8|0.2|0.8|0|16|0.0|1.4|0|16|0.0|1.4|1730|203|99.4|0.7|1685|205|96.8|3.4|0|16|0.0|1.4|0|16|0.0|1.4|0|16|0.0|1.4|0|16|0.0|1.4|0|16|0.0|1.4|45|55|2.6|3.2|0|16|0.0|1.4|45|55|2.6|3.2
97000US0407750|Deer Valley Unified District|0407750|2014-2018|105|40915|1493|9050|933|22.1|2.1|7000|776|17.1|1.8|495|216|1.2|0.5|70|62|0.2|0.2|1485|406|3.6|1.0|31865|1439|77.9|2.1|26480|1297|64.7|2.2|905|301|2.2|0.7|360|171|0.9|0.4|1985|389|4.9|1.0|90|72|0.2|0.2|100|124|0.2|0.3|1945|340|4.8|0.8|25|39|0.1|0.1|1920|345|4.7|0.8
97000US0500072|Deer/Mount Judea School District|0500072|2014-2018|105|425|151|55|50|12.9|12.6|10|22|2.4|5.7|0|12|0.0|7.4|0|12|0.0|7.4|40|51|9.4|12.4|370|155|87.1|12.6|330|146|77.6|8.6|0|12|0.0|7.4|40|47|9.4|11.3|0|12|0.0|7.4|0|12|0.0|7.4|0|12|0.0|7.4|0|12|0.0|7.4|0|12|0.0|7.4|0|12|0.0|7.4
97000US5503270|Deerfield Community School District|5503270|2014-2018|105|725|98|40|28|5.5|3.8|15|21|2.1|3.0|4|6|0.6|0.8|0|9|0.0|2.4|20|18|2.8|2.6|685|96|94.5|3.8|600|101|82.8|8.3|40|37|5.5|5.1|0|9|0.0|2.4|0|9|0.0|2.4|0|9|0.0|2.4|0|9|0.0|2.4|45|36|6.2|5.1|0|9|0.0|2.4|45|36|6.2|5.1
95000US3403660|Deerfield Township School District|3403660|2014-2018|105|285|93|35|18|12.3|6.5|25|17|8.8|6.7|10|8|3.5|3.1|0|12|0.0|10.8|0|12|0.0|10.8|250|91|87.7|6.5|165|73|57.9|15.4|70|47|24.6|13.6|0|12|0.0|10.8|0|12|0.0|10.8|0|12|0.0|10.8|0|12|0.0|10.8|15|15|5.3|5.4|0|12|0.0|10.8|15|15|5.3|5.4
97000US5503180|DeForest Area School District|5503180|2014-2018|105|3640|339|440|239|12.1|6.2|330|193|9.1|5.0|65|74|1.8|2.0|0|16|0.0|0.5|45|54|1.2|1.5|3200|319|87.9|6.2|2905|331|79.8|7.3|15|21|0.4|0.6|10|13|0.3|0.4|150|118|4.1|3.3|0|16|0.0|0.5|0|16|0.0|0.5|120|83|3.3|2.3|0|16|0.0|0.5|120|83|3.3|2.3
97000US1803060|DeKalb County Eastern Community School District|1803060|2014-2018|105|1490|216|210|124|14.1|7.8|205|125|13.8|7.8|0|16|0.0|2.0|0|16|0.0|2.0|4|6|0.3|0.4|1280|200|85.9|7.8|1175|193|78.9|8.3|0|16|0.0|2.0|4|11|0.3|0.8|0|16|0.0|2.0|0|16|0.0|2.0|0|16|0.0|2.0|100|67|6.7|4.4|0|16|0.0|2.0|100|67|6.7|4.4
97000US4700990|DeKalb County School District|4700990|2014-2018|105|3125|135|455|57|14.6|1.8|455|57|14.6|1.8|0|19|0.0|1.1|0|19|0.0|1.1|0|19|0.0|1.1|2670|129|85.4|1.8|2555|110|81.8|2.5|25|32|0.8|1.0|0|19|0.0|1.1|0|19|0.0|1.1|15|25|0.5|0.8|0|19|0.0|1.1|80|65|2.6|2.0|0|19|0.0|1.1|80|65|2.6|2.0
97000US0803300|Del Norte School District C-7|0803300|2014-2018|105|445|139|175|90|39.3|19.2|45|28|10.1|5.8|4|2|0.9|2.2|0|12|0.0|7.0|130|79|29.2|17.0|270|131|60.7|19.2|250|132|56.2|20.4|0|12|0.0|7.0|0|12|0.0|7.0|4|6|0.9|1.6|0|12|0.0|7.0|0|12|0.0|7.0|20|28|4.5|6.4|0|12|0.0|7.0|20|28|4.5|6.4
97000US3403690|Delanco Township School District|3403690|2014-2018|105|520|114|70|83|13.5|14.6|45|45|8.7|8.0|0|12|0.0|6.1|0|12|0.0|6.1|25|42|4.8|7.5|450|101|86.5|14.6|365|100|70.2|16.8|35|35|6.7|7.1|0|12|0.0|6.1|0|12|0.0|6.1|0|12|0.0|6.1|0|12|0.0|6.1|50|50|9.6|9.1|0|12|0.0|6.1|50|50|9.6|9.1
97000US5503640|Delavan-Darien School District|5503640|2014-2018|105|2850|321|1135|219|39.8|6.5|1005|200|35.3|6.2|90|83|3.2|2.9|0|14|0.0|0.6|40|37|1.4|1.3|1715|274|60.2|6.5|1635|271|57.4|6.7|25|34|0.9|1.2|0|14|0.0|0.6|30|40|1.1|1.4|0|14|0.0|0.6|0|14|0.0|0.6|25|16|0.9|0.6|0|14|0.0|0.6|25|16|0.9|0.6
96000US3403750|Delaware Valley Regional School District|3403750|2014-2018|105|865|149|30|37|3.5|4.3|0|19|0.0|3.7|25|37|2.9|4.3|0|19|0.0|3.7|4|7|0.5|0.8|835|151|96.5|4.3|800|155|92.5|6.0|0|19|0.0|3.7|0|19|0.0|3.7|10|16|1.2|1.8|0|19|0.0|3.7|0|19|0.0|3.7|25|32|2.9|3.8|0|19|0.0|3.7|25|32|2.9|3.8
